Date,Open,High,Low,Close,Adj Close,Volume,stock
2000-05-19,142.65625,142.65625,140.25,140.6875,92.251801,775500,IVV.csv
2000-05-22,140.59375,140.59375,136.8125,139.8125,91.677994,1850600,IVV.csv
2000-05-23,140.21875,140.21875,137.6875,137.6875,90.284615,373900,IVV.csv
2000-05-24,137.75,140.0625,136.65625,139.75,91.637054,400300,IVV.csv
2000-05-25,140.03125,140.9375,137.875,138.46875,90.796921,69600,IVV.csv
2000-05-26,138.484375,138.75,137.0,137.84375,90.387054,237000,IVV.csv
2000-05-30,139.28125,142.4375,139.28125,142.375,93.35833,118100,IVV.csv
2000-05-31,141.875,143.625,141.875,142.78125,93.624695,216900,IVV.csv
2000-06-01,143.90625,145.0625,143.625,145.0625,95.120529,128700,IVV.csv
2000-06-02,148.3125,148.78125,147.46875,147.9375,97.00576,108400,IVV.csv
2000-06-05,147.0,147.65625,146.6875,146.96875,96.370537,192100,IVV.csv
2000-06-06,146.4375,147.1875,145.6875,146.21875,95.878708,209300,IVV.csv
2000-06-07,146.21875,147.5,145.65625,147.1875,96.513962,85400,IVV.csv
2000-06-08,147.8125,147.8125,145.9375,146.65625,96.165642,248400,IVV.csv
2000-06-09,147.515625,147.515625,145.875,146.125,95.817268,20200,IVV.csv
2000-06-12,146.625,146.625,144.859375,144.859375,94.987335,17600,IVV.csv
2000-06-13,145.0,147.25,144.5,146.75,96.227119,40300,IVV.csv
2000-06-14,147.75,148.375,147.125,147.65625,96.821342,353900,IVV.csv
2000-06-15,147.6875,148.25,146.609375,147.65625,96.821342,338500,IVV.csv
2000-06-16,148.625,148.625,146.46875,147.0625,96.431976,855900,IVV.csv
2000-06-19,146.5625,149.03125,146.5,148.515625,97.38485,160000,IVV.csv
2000-06-20,148.625,148.640625,147.296875,147.703125,96.852058,182600,IVV.csv
2000-06-21,146.875,148.15625,146.875,147.859375,97.032745,137500,IVV.csv
2000-06-22,147.4375,147.4375,145.0,145.4375,95.443359,182900,IVV.csv
