Date,Open,High,Low,Close,Adj Close,Volume,stock
2010-09-09,102.5,102.5,101.139999,101.32,79.681931,26500,VOO.csv
2010-09-10,101.68,101.860001,101.300003,101.779999,80.043716,8600,VOO.csv
2010-09-13,102.959999,103.139999,102.5,103.059998,81.050346,33750,VOO.csv
2010-09-14,102.839996,103.480003,102.379997,103.040001,81.034653,59400,VOO.csv
2010-09-15,102.620003,103.379997,102.400002,103.300003,81.239082,9250,VOO.csv
2010-09-16,103.019997,103.32,102.699997,103.260002,81.207626,59550,VOO.csv
2010-09-17,103.879997,103.879997,103.019997,103.360001,81.286285,49350,VOO.csv
2010-09-20,103.739998,105.040001,103.459999,105.040001,82.607498,19000,VOO.csv
2010-09-21,105.019997,105.440002,104.279999,104.720001,82.35582,19250,VOO.csv
2010-09-22,104.559998,105.040001,103.959999,104.160004,81.915443,18100,VOO.csv
2010-09-23,103.32,104.339996,103.120003,103.300003,81.239082,33350,VOO.csv
2010-09-24,103.940002,104.900002,103.860001,104.839996,82.897995,24100,VOO.csv
2010-09-27,104.980003,104.980003,104.339996,104.339996,82.50264,15000,VOO.csv
2010-09-28,104.32,105.019997,103.419998,105.019997,83.040321,49850,VOO.csv
2010-09-29,104.580002,104.919998,104.220001,104.519997,82.644966,15900,VOO.csv
2010-09-30,105.199997,105.68,103.959999,104.360001,82.518448,44750,VOO.csv
2010-10-01,105.080002,105.160004,104.160004,104.720001,82.803101,17100,VOO.csv
2010-10-04,105.260002,105.260002,103.5,103.839996,82.107292,88700,VOO.csv
2010-10-05,105.019997,106.199997,104.82,106.120003,83.910095,19850,VOO.csv
2010-10-06,106.120003,106.279999,105.620003,105.940002,83.767792,276900,VOO.csv
2010-10-07,106.5,106.5,105.32,105.879997,83.720337,49900,VOO.csv
2010-10-08,106.019997,106.739998,105.660004,106.68,84.352882,61550,VOO.csv
2010-10-11,106.720001,106.839996,106.279999,106.5,84.210587,14200,VOO.csv
2010-10-12,106.379997,107.239998,105.739998,107.120003,84.700821,42050,VOO.csv
2010-10-13,107.580002,108.279999,107.239998,107.760002,85.206879,74450,VOO.csv
